birthDate;maritalStatusCode;sex;creliq;ocupacao;numeroDependentes;idade;credAberto;updateDateTime;companyCnpj;occupationCode;occupationDescription;frequency;amount;currency;date;amount;currency;year;availableAmount;availableAmountCurrency;blockedAmount;blockedAmountCurrency;automaticallyInvestedAmount;automaticallyInvestedAmountCurrency;contractNumber;ipocCode;productName;productType;productSubType;contractDate;disbursementDate;settlementDate;contractAmount;currency;dueDate;instalmentPeriodicity;instalmentPeriodicityAdditionalInfo;firstInstalmentDueDate;CET;amortizationScheduled;amortizationScheduledAdditionalInfo;taxType;interestRateType;taxPeriodicity;calculation;referentialRateIndexerType;referentialRateIndexerSubType;referentialRateIndexerAdditionalInfo;preFixedRate;postFixedRate;additionalInfo;feeName;feeCode;feeChargeType;feeCharge;feeAmount;feeRate;chargeType;chargeAdditionalInfo;chargeRate;
1947-03-02;CASADO;OUTRO;1;1;0;51;12;2022-04-02T13:25:10.951Z;06301188304495;RECEITA_FEDERAL;01;SEMANAL;4505.814;BRL;2022-04-02T06:32:17.591Z;209587.9881;BRL;2019;31293312.1051;BRL;90117266.5776;BRL;55904444.5376;BRL;5458386722330;13355941096102375917742727320410304575487;Crédito Pessoal Consignado;FINANCIAMENTOS;CUSTEIO;2021-08-09;2025-03-06;2026-10-12;57053.0195;BRL;2027-08-16;OUTROS;Informações adicionais sobre periodicidade;2018-06-15;0.3647;OUTROS;NA;NOMINAL;SIMPLES;AA;21/252;PRE_FIXADO;OUTROS_INDICES_PRECO;Informações adicionais;0.9053;0.2306;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1944-05-28;CASADO;NAO_DISPONIVEL;1;1;0;66;2;2022-04-02T13:28:38.766Z;78277880053760;RECEITA_FEDERAL;01;QUINZENAL;2122.0285;BRL;2022-04-01T22:27:38.692Z;296942.4463;BRL;2018;79719945.7474;BRL;42446326.1068;BRL;58526204.0439;BRL;7160254443177;93696940820432474980253897580894883871528;Crédito para compras em parcelas ou prestações;FINANCIAMENTOS_RURAIS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2020-05-05;2024-11-21;2025-12-16;265834.044;BRL;2026-04-03;MENSAL;Informações adicionais sobre periodicidade;2018-07-19;0.5936;PRICE;NA;EFETIVA;SIMPLES;AA;30/365;FLUTUANTES;TRFC_PRE;Informações adicionais;0.2636;0.193;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;PERCENTUAL;;0.4244;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1946-09-24;SEPARADO_JUDICIALMENTE;OUTRO;1;1;1;68;10;2022-04-02T05:48:22.163Z;21108307135868;RECEITA_FEDERAL;01;TRIMESTRAL;1011.407;BRL;2022-04-02T06:11:53.083Z;395228.9538;BRL;2018;9536561.4458;BRL;20236117.3657;BRL;15509123.243;BRL;7489637805341;09183272590278980213199987419339682996951;Crédito com renovação simples;FINANCIAMENTOS_RURAIS;INDUSTRIALIZACAO;2018-08-15;2026-01-13;2027-10-03;169438.6823;BRL;2028-01-03;OUTROS;Informações adicionais sobre periodicidade;2021-08-01;0.1909;SAC;NA;NOMINAL;COMPOSTO;AA;21/252;POS_FIXADO;SELIC;Informações adicionais;0.6002;0.646;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;20236117.36;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.4449;
1950-07-02;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1;1;0;37;0;2022-04-02T15:59:33.323Z;14555788040753;RECEITA_FEDERAL;01;BIMESTRAL;1090.6098;BRL;2022-04-02T00:12:28.390Z;124225.4049;BRL;2020;78863521.4607;BRL;21820015.3599;BRL;19647247.3797;BRL;2066189578809;46226203030555631072628493896059442387302;Crédito pessoal;FINANCIAMENTOS_IMOBILIARIOS;FINANCIAMENTO_HABITACIONAL_SFH;2018-10-14;2021-01-27;2022-04-21;244067.3639;BRL;2023-08-26;ANUAL;Informações adicionais sobre periodicidade;2018-06-27;0.9256;PRICE;NA;EFETIVA;SIMPLES;AA;30/360;FLUTUANTES;TLP;Informações adicionais;0.1486;0.9197;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;PERCENTUAL;;0.2181;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.517;
1981-08-20;VIUVO;MASCULINO;1;1;4;56;0;2022-04-02T10:36:07.846Z;02068036360007;OUTRO;01;MENSAL;2381.2904;BRL;2022-04-02T07:52:39.619Z;400094.2605;BRL;2019;83322620.7605;BRL;47631044.476;BRL;32350222.5742;BRL;5061123933729;08947080196534920466890995286847451623350;Crédito para compras em parcelas ou prestações;FINANCIAMENTOS_IMOBILIARIOS;AQUISICAO_BENS_OUTROS_BENS;2019-04-18;2026-04-05;2027-04-20;148513.5171;BRL;2029-03-04;MENSAL;Informações adicionais sobre periodicidade;2019-10-27;0.1123;OUTROS;NA;NOMINAL;SIMPLES;AA;30/365;CREDITO_RURAL;PRE_FIXADO;Informações adicionais;0.864;0.9914;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;PERCENTUAL;;0.4763;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.565;
1970-02-21;SOLTEIRO;FEMININO;1;1;1;33;17;2022-04-02T10:29:29.851Z;52466820020100;CBO;01;DIARIA;18727.1366;BRL;2022-04-02T18:40:08.251Z;5308.3485;BRL;2021;94061427.2069;BRL;14458172.4165;BRL;35127309.7531;BRL;2865969277265;12877696582467857125015366090284172742574;Crédito para compras em parcelas ou prestações;FINANCIAMENTOS;INDUSTRIALIZACAO;2019-05-29;2019-07-01;2023-02-24;14070.5166;BRL;2026-08-04;ANUAL;Informações adicionais sobre periodicidade;2020-02-12;0.2721;SAM;NA;EFETIVA;SIMPLES;AM;21/252;PRE_FIXADO;IPCC;Informações adicionais;0.3025;0.5881;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;PERCENTUAL;;0.1445;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.2468;
1985-11-09;DIVORCIADO;FEMININO;1;1;2;71;11;2022-04-01T22:38:45.045Z;84247105538504;OUTRO;01;SEMESTRAL;3811.0236;BRL;2022-04-02T17:01:02.499Z;157858.5302;BRL;2017;32032107.999;BRL;76222849.6037;BRL;75577959.9746;BRL;1759878232374;52939781366700501496971037878411595095572;Crédito direto ao consumidor;FINANCIAMENTOS_RURAIS;INDUSTRIALIZACAO;2021-01-18;2026-04-20;2027-02-25;208280.097;BRL;2029-08-27;SEMESTRAL;Informações adicionais sobre periodicidade;2021-11-06;0.4516;SAM;NA;NOMINAL;COMPOSTO;AA;30/365;FLUTUANTES;IPCA;Informações adicionais;0.4361;0.1597;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.3615;
1940-10-31;VIUVO;NAO_DISPONIVEL;1;1;1;73;5;2022-04-02T08:57:36.187Z;71243866172622;RECEITA_FEDERAL;01;QUINZENAL;1367.593;BRL;2022-04-01T22:57:28.564Z;88106.511;BRL;2017;68865281.0019;BRL;27359124.0784;BRL;47414224.7673;BRL;8820676501340;36238073779984128482145452294002689770268;Crédito Pessoal Consignado;FINANCIAMENTOS_RURAIS;FINANCIAMENTO_HABITACIONAL_SFH;2019-02-04;2023-04-26;2024-04-25;88512.6934;BRL;2026-11-12;PERIODICIDADE_NAO_REGULAR;Informações adicionais sobre periodicidade;2018-10-12;0.3526;SAM;NA;EFETIVA;COMPOSTO;AA;30/360;POS_FIXADO;TCR_PRE;Informações adicionais;0.5512;0.939;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.7508;
1996-05-14;UNIAO_ESTAVEL;OUTRO;1;1;0;51;7;2022-04-02T13:02:24.371Z;85642836614477;OUTRO;01;SEM_FREQUENCIA_RENDA_INFORMADA;953.6299;BRL;2022-04-02T02:05:49.827Z;43729.7951;BRL;2019;35633971.5083;BRL;19080690.8149;BRL;30677165.9503;BRL;7437308715613;65351907924986602664647094638149176916138;Cartão de crédito de loja;FINANCIAMENTOS_RURAIS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2018-10-06;2021-08-05;2022-03-29;877738.1107;BRL;2024-05-25;SEMANAL;Informações adicionais sobre periodicidade;2018-08-26;0.6073;OUTROS;NA;EFETIVA;SIMPLES;AM;30/360;PRE_FIXADO;CDI;Informações adicionais;0.155;0.0991;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.7207;
1956-07-04;OUTRO;FEMININO;0;1;2;83;13;2022-04-01T21:52:49.327Z;87727544148208;RECEITA_FEDERAL;01;OUTROS;4889.7683;BRL;2022-04-02T17:14:21.491Z;23824.922;BRL;2016;82604909.6295;BRL;97795584.5379;BRL;61593861.3925;BRL;9683170297248;12616858868709475186113747268304114293062;Cartão de Crédito;FINANCIAMENTOS_RURAIS;MICROCREDITO;2020-06-18;2020-10-27;2028-04-06;372298.6694;BRL;2028-09-27;SEMESTRAL;Informações adicionais sobre periodicidade;2019-08-30;0.5395;SAM;NA;EFETIVA;COMPOSTO;AA;30/365;SEM_TIPO_INDEXADOR;LIBOR;Informações adicionais;0.7956;0.0685;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.978;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.3212;
1952-02-22;SOLTEIRO;FEMININO;1;1;2;71;5;2022-04-02T01:20:56.504Z;58843020144378;RECEITA_FEDERAL;01;DIARIA;858.4217;BRL;2022-04-02T15:48:20.515Z;663131.1297;BRL;2017;29703676.6147;BRL;17176716.7862;BRL;82729434.9996;BRL;1725954779384;43291841117038812224817148274019395231531;Cheque especial;FINANCIAMENTOS;COMERCIALIZACAO;2018-09-08;2026-05-23;2027-03-30;8961.2335;BRL;2029-05-09;BIMESTRAL;Informações adicionais sobre periodicidade;2019-05-22;0.839;SAC;NA;EFETIVA;SIMPLES;AA;21/252;FLUTUANTES;OUTRAS_TAXAS_POS_FIXADAS;Informações adicionais;0.217;0.4107;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1962-10-25;CASADO;NAO_DISPONIVEL;1;1;1;83;11;2022-04-02T11:22:10.017Z;42866527481222;CBO;01;QUINZENAL;3845.5269;BRL;2022-04-01T20:39:12.836Z;55034.2718;BRL;2016;89827741.3037;BRL;76912845.8913;BRL;16519898.9694;BRL;9599548382687;18445478532337464014354432625695657633392;Crédito com renovação simples;FINANCIAMENTOS;CUSTEIO;2018-08-30;2019-09-09;2022-12-05;288348.8145;BRL;2025-08-13;BIMESTRAL;Informações adicionais sobre periodicidade;2020-11-17;0.2657;OUTROS;NA;NOMINAL;SIMPLES;AA;30/365;POS_FIXADO;TCR_POS;Informações adicionais;0.5151;0.0251;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.7691;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.9369;
1979-02-22;VIUVO;FEMININO;1;1;0;75;3;2022-04-02T13:47:39.012Z;68153565656714;CBO;01;MENSAL;462.9388;BRL;2022-04-02T15:31:06.038Z;36787.3065;BRL;2017;59739654.7471;BRL;9267850.9096;BRL;52089411.1511;BRL;1816279549895;76934770584698967041213849179125811566354;Crédito através de intermediários;FINANCIAMENTOS;FINANCIAMENTO_HABITACIONAL_EXCETO_SFH;2018-05-16;2023-05-21;2023-10-18;101911.4068;BRL;2025-04-29;TRIMESTRAL;Informações adicionais sobre periodicidade;2018-03-15;0.0191;SEM_SISTEMA_AMORTIZACAO;NA;NOMINAL;SIMPLES;AM;30/360;FLUTUANTES;OUTROS_INDICES_PRECO;Informações adicionais;0.3813;0.8383;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.4138;
1970-01-14;SOLTEIRO;NAO_DISPONIVEL;1;1;2;50;18;2022-04-02T03:41:16.854Z;32010805600487;CBO;01;DIARIA;556.7092;BRL;2022-04-01T23:11:03.153Z;866116.8632;BRL;2019;66926036.3431;BRL;11143071.0179;BRL;90758388.4524;BRL;8499311031806;32754148145300812929880244172181933778249;Crédito consignado;FINANCIAMENTOS_RURAIS;INVESTIMENTO;2018-06-12;2027-02-12;2028-06-30;24440.8742;BRL;2029-07-02;SEM_PERIODICIDADE_REGULAR;Informações adicionais sobre periodicidade;2019-10-11;0.3902;PRICE;NA;NOMINAL;SIMPLES;AM;21/252;POS_FIXADO;TCR_POS;Informações adicionais;0.9054;0.5039;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1988-07-25;SEPARADO_JUDICIALMENTE;FEMININO;1;1;0;58;0;2022-04-02T13:13:31.548Z;44036611118409;OUTRO;01;TRIMESTRAL;1697.9385;BRL;2022-04-02T14:00:22.750Z;14278.1152;BRL;2018;5169806.6015;BRL;33965373.5361;BRL;22693909.4856;BRL;5051750298496;33535817854062079915710197920617869981617;Crédito através de intermediários;FINANCIAMENTOS_RURAIS;AQUISICAO_BENS_OUTROS_BENS;2018-11-28;2019-03-02;2021-10-29;72159.9273;BRL;2028-06-10;SEMANAL;Informações adicionais sobre periodicidade;2020-11-07;0.9435;OUTROS;NA;NOMINAL;COMPOSTO;AA;30/360;FLUTUANTES;OUTROS_INDEXADORES;Informações adicionais;0.408;0.9704;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;33965373.53;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.4959;
1964-07-22;UNIAO_ESTAVEL;NAO_DISPONIVEL;1;1;1;33;8;2022-04-02T05:35:03.806Z;63227776836208;CBO;01;SEM_FREQUENCIA_RENDA_INFORMADA;3341.1852;BRL;2022-04-02T00:50:53.691Z;744254.6968;BRL;2021;65740391.9796;BRL;66827021.1296;BRL;88448797.1899;BRL;7231461616277;14130970352038518409810571182293101082071;Crédito Universitário;FINANCIAMENTOS_RURAIS;MICROCREDITO;2020-09-03;2027-02-25;2028-01-21;246107.8292;BRL;2029-03-14;MENSAL;Informações adicionais sobre periodicidade;2021-08-28;0.479;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;SIMPLES;AM;21/252;CREDITO_RURAL;SELIC;Informações adicionais;0.388;0.776;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.9122;
1950-07-01;DIVORCIADO;NAO_DISPONIVEL;1;1;0;59;13;2022-04-02T12:02:42.379Z;85006570156400;RECEITA_FEDERAL;01;SEMESTRAL;609.531;BRL;2022-04-02T00:52:26.742Z;326123.7032;BRL;2018;14855124.9957;BRL;12199400.8817;BRL;12469565.2769;BRL;6683393629416;47412661773000211075293585221820142497890;Crédito direto ao consumidor;FINANCIAMENTOS_IMOBILIARIOS;COMERCIALIZACAO;2018-07-02;2024-09-11;2026-01-26;235767.4511;BRL;2026-10-04;MENSAL;Informações adicionais sobre periodicidade;2019-06-20;0.7212;SAM;NA;EFETIVA;COMPOSTO;AM;21/252;PRE_FIXADO;TCR_PRE;Informações adicionais;0.1721;0.148;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;12199400.88;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1968-11-24;DIVORCIADO;OUTRO;1;1;1;59;12;2022-04-02T07:11:03.375Z;03282704226751;CBO;01;TRIMESTRAL;122.754;BRL;2022-04-02T03:04:14.699Z;217633.5767;BRL;2018;9235073.7081;BRL;2464834.6748;BRL;70924410.404;BRL;6572496000444;81496264978666471906983643978505581945927;Pagamentos quinzenais ou mensais;FINANCIAMENTOS_IMOBILIARIOS;CUSTEIO;2020-11-02;2023-12-15;2026-08-04;208400.4829;BRL;2028-03-26;ANUAL;Informações adicionais sobre periodicidade;2021-12-16;0.5886;SAC;NA;NOMINAL;SIMPLES;AM;30/360;POS_FIXADO;OUTRAS_TAXAS_FLUTUANTES;Informações adicionais;0.5293;0.9858;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;2464834.67;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1960-11-21;CASADO;MASCULINO;1;1;3;53;8;2022-04-02T15:09:18.195Z;06075324883727;CBO;01;QUINZENAL;3137.9967;BRL;2022-04-02T12:53:50.753Z;951265.0173;BRL;2019;45949876.617;BRL;62763657.1161;BRL;89632583.0759;BRL;2530278808301;37679708195175016693958514330808936263100;Crédito através de intermediários;FINANCIAMENTOS_IMOBILIARIOS;MICROCREDITO;2020-07-05;2027-03-23;2028-10-29;62655.1917;BRL;2029-01-18;OUTROS;Informações adicionais sobre periodicidade;2021-11-02;0.9668;PRICE;NA;EFETIVA;COMPOSTO;AM;30/365;POS_FIXADO;LIBOR;Informações adicionais;0.0078;0.4092;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1996-11-19;DIVORCIADO;OUTRO;1;1;1;19;6;2022-04-02T06:25:35.344Z;54136728723605;OUTRO;01;SEMESTRAL;2088.8633;BRL;2022-04-02T05:05:09.452Z;326397.8589;BRL;2022;80188992.7902;BRL;41783088.8832;BRL;26608811.8509;BRL;0297413790074;91762393299765258760445821087960700333092;Crédito com renovação simples;FINANCIAMENTOS;AQUISICAO_BENS_OUTROS_BENS;2019-01-24;2024-11-23;2027-03-03;183294.0531;BRL;2029-11-08;OUTROS;Informações adicionais sobre periodicidade;2020-11-07;0.2179;SAC;NA;EFETIVA;SIMPLES;AA;30/365;PRE_FIXADO;TRFC_PRE;Informações adicionais;0.2069;0.9149;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.4178;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.5752;
1979-11-18;UNIAO_ESTAVEL;NAO_DISPONIVEL;1;1;1;77;18;2022-04-02T11:40:24.170Z;72875265438301;CBO;01;ANUAL;4673.1886;BRL;2022-04-01T21:19:55.023Z;365264.0363;BRL;2017;35679523.8571;BRL;93464423.6637;BRL;21268367.4756;BRL;9888748693310;29943320301495239790223711573989016115829;Crédito por associação;FINANCIAMENTOS_RURAIS;FINANCIAMENTO_HABITACIONAL_EXCETO_SFH;2021-09-27;2023-01-26;2027-05-28;236212.886;BRL;2028-04-10;TRIMESTRAL;Informações adicionais sobre periodicidade;2019-06-03;0.6713;SAM;NA;NOMINAL;SIMPLES;AM;30/360;FLUTUANTES;IPCA;Informações adicionais;0.8656;0.7913;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1972-11-09;CASADO;OUTRO;1;1;1;37;12;2022-04-02T09:02:54.832Z;31628564571277;CBO;01;SEMANAL;3935.4119;BRL;2022-04-02T03:58:41.346Z;86348.471;BRL;2020;50233393.8911;BRL;78710365.5893;BRL;78582573.0906;BRL;6256550296045;77567265104654511770638094528181295248748;Pagamentos quinzenais ou mensais;FINANCIAMENTOS_IMOBILIARIOS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2021-02-23;2026-07-13;2026-12-15;56822.8993;BRL;2028-04-22;SEMESTRAL;Informações adicionais sobre periodicidade;2021-04-08;0.7043;SEM_SISTEMA_AMORTIZACAO;NA;NOMINAL;SIMPLES;AM;30/360;FLUTUANTES;PRE_FIXADO;Informações adicionais;0.0845;0.8844;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1968-07-15;UNIAO_ESTAVEL;OUTRO;1;1;2;77;18;2022-04-02T01:46:32.127Z;25016783648009;CBO;01;ANUAL;747.0664;BRL;2022-04-02T07:12:22.158Z;120072.903;BRL;2017;52412084.768;BRL;14949833.6668;BRL;3845616.3971;BRL;5889559808608;03053134823370148631999473381320167707150;Crédito Universitário;FINANCIAMENTOS;COMERCIALIZACAO;2018-08-07;2018-12-16;2021-05-15;219665.2045;BRL;2027-10-28;TRIMESTRAL;Informações adicionais sobre periodicidade;2019-10-07;0.5127;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;COMPOSTO;AA;30/360;POS_FIXADO;TLP;Informações adicionais;0.7594;0.2987;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.8213;
1961-10-20;UNIAO_ESTAVEL;MASCULINO;1;1;2;43;0;2022-04-01T22:52:47.712Z;82768557301336;CBO;01;ANUAL;91099.3754;BRL;2022-04-02T10:15:02.712Z;189775.7884;BRL;2020;95040549.1102;BRL;90631857.4204;BRL;29059829.3465;BRL;3031886588766;76724946559508198540168719300168139978251;Crédito renovável misto ou rotativo;FINANCIAMENTOS_RURAIS;FINANCIAMENTO_HABITACIONAL_EXCETO_SFH;2019-03-01;2022-07-08;2028-02-23;118948.6018;BRL;2028-10-26;MENSAL;Informações adicionais sobre periodicidade;2020-12-04;0.1962;PRICE;NA;NOMINAL;SIMPLES;AA;30/365;CREDITO_RURAL;TR_TBF;Informações adicionais;0.2782;0.1387;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.9063;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.6406;
1976-09-06;CASADO;NAO_DISPONIVEL;0;1;2;81;19;2022-04-02T03:04:51.436Z;72471343286014;CBO;01;QUINZENAL;4807.5137;BRL;2022-04-02T00:53:34.751Z;18259.2902;BRL;2017;56228581.4162;BRL;96150657.6081;BRL;9535324.1216;BRL;7994630097965;34822772011521604727417156231735228629895;Crédito consignado;FINANCIAMENTOS;COMERCIALIZACAO;2021-11-05;2022-06-07;2022-09-02;72994.4467;BRL;2027-10-02;SEMESTRAL;Informações adicionais sobre periodicidade;2018-03-28;0.4079;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;SIMPLES;AM;30/365;CREDITO_RURAL;OUTRAS_TAXAS_FLUTUANTES;Informações adicionais;0.2167;0.3491;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1970-05-04;VIUVO;FEMININO;1;1;4;30;0;2022-04-02T06:01:28.689Z;31652337608202;CBO;01;BIMESTRAL;798.8863;BRL;2022-04-02T16:18:26.101Z;454097.5393;BRL;2021;52354713.2811;BRL;15986129.5263;BRL;11417815.1762;BRL;1101630377970;31859827894098432736630706429077456623440;Cartão de Crédito;FINANCIAMENTOS_IMOBILIARIOS;CUSTEIO;2018-08-22;2019-09-16;2028-02-24;122344.8244;BRL;2029-03-16;PERIODICIDADE_NAO_REGULAR;Informações adicionais sobre periodicidade;2018-10-15;0.2355;SAM;NA;EFETIVA;COMPOSTO;AA;21/252;SEM_TIPO_INDEXADOR;TRFC_POS;Informações adicionais;0.4962;0.4012;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.6278;
1965-11-25;UNIAO_ESTAVEL;MASCULINO;1;1;0;84;2;2022-04-02T16:50:23.181Z;83688181118461;CBO;01;ANUAL;2231.0754;BRL;2022-04-02T09:18:05.150Z;345447.6252;BRL;2016;87644375.7562;BRL;44627045.1799;BRL;6295718.1915;BRL;9024864960746;11697660463357217596281142502662957594179;Crédito Pessoal Consignado;FINANCIAMENTOS_IMOBILIARIOS;AQUISICAO_BENS_OUTROS_BENS;2018-04-02;2024-12-26;2025-06-19;130775.7287;BRL;2027-06-04;OUTROS;Informações adicionais sobre periodicidade;2020-11-23;0.2259;SEM_SISTEMA_AMORTIZACAO;NA;NOMINAL;COMPOSTO;AA;30/365;OUTROS_INDEXADORES;SEM_SUB_TIPO_INDEXADOR;Informações adicionais;0.0466;0.58;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.4462;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1948-04-22;SEPARADO_JUDICIALMENTE;OUTRO;1;1;2;28;12;2022-04-01T22:23:42.819Z;26062420057465;RECEITA_FEDERAL;01;BIMESTRAL;3521.016;BRL;2022-04-02T06:08:49.507Z;633369.6103;BRL;2021;82317670.3903;BRL;70423276.0127;BRL;89263305.0919;BRL;1550286220730;14036209832358082595641792622398104224708;Crédito através de intermediários;FINANCIAMENTOS_RURAIS;INVESTIMENTO;2021-07-28;2023-04-15;2028-05-13;170074.0706;BRL;2028-08-03;PERIODICIDADE_NAO_REGULAR;Informações adicionais sobre periodicidade;2020-12-04;0.1924;SAM;NA;EFETIVA;COMPOSTO;AM;30/365;INDICES_PRECOS;IPCC;Informações adicionais;0.6542;0.6915;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.7042;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1970-02-03;CASADO;MASCULINO;1;1;2;44;16;2022-04-01T20:22:58.993Z;55433177064490;CBO;01;SEMANAL;1335.1255;BRL;2022-04-02T08:46:25.333Z;124046.8238;BRL;2020;6752448.9991;BRL;26709839.0231;BRL;50533133.6082;BRL;3705515880344;03927767971937419479462858353411662730477;Crédito consignado;FINANCIAMENTOS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2020-01-09;2021-12-31;2028-10-22;137350.4087;BRL;2029-05-28;QUINZENAL;Informações adicionais sobre periodicidade;2020-07-02;0.1932;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;COMPOSTO;AM;30/365;PRE_FIXADO;SELIC;Informações adicionais;0.4489;0.6783;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;26709839.02;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1987-04-12;DIVORCIADO;OUTRO;1;1;4;37;14;2022-04-02T10:15:17.686Z;03733031456208;OUTRO;01;SEMESTRAL;3872.4671;BRL;2022-04-02T03:32:35.073Z;412170.1859;BRL;2020;12968409.5805;BRL;77451595.433;BRL;51509594.2982;BRL;2727698479601;83786723580770934387096050737349696049012;Cartão de crédito de loja;FINANCIAMENTOS;AQUISICAO_BENS_OUTROS_BENS;2020-01-23;2026-08-09;2027-07-20;202516.0664;BRL;2029-06-25;OUTROS;Informações adicionais sobre periodicidade;2019-07-09;0.083;OUTROS;NA;EFETIVA;COMPOSTO;AA;30/360;PRE_FIXADO;TR_TBF;Informações adicionais;0.59;0.5298;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;77451595.44;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.7833;
