Id;creliq;idade;status_civil;ocupacao;numero_dependentes;renda_mensal;valor_patrim;valor_financ;cred_aberto
2316;1;33;SEPARADO_JUDICIALMENTE;1;2;421.6293;145779.703;88700.0757;8
2317;1;49;DIVORCIADO;1;1;3951.7436;103065.0087;172194.3882;4
2318;1;84;DIVORCIADO;1;3;3108.8531;959874.9116;195461.7538;3
2319;1;52;CASADO;1;4;228.3746;448211.9556;9011.8913;14
2320;1;80;SEPARADO_JUDICIALMENTE;1;2;61.3522;104469.9214;186906.1281;2
2321;1;59;VIUVO;1;0;1086.8931;261997.3543;501631.3496;20
2322;1;24;VIUVO;1;2;4483.782;279198.1729;203626.0122;14
2323;1;68;SEPARADO_JUDICIALMENTE;1;1;91643.1932;375495.3648;22278.6874;16
2324;1;27;OUTRO;1;4;2012.4352;489963.9281;276309.2625;3
2325;1;28;VIUVO;1;3;337.7389;494740.8792;98704.4043;13
2326;1;75;VIUVO;1;2;1665.101;767916.5971;105591.6795;7
2327;1;80;SOLTEIRO;1;0;7208.1393;326855.2966;280400.6106;16
2328;1;55;OUTRO;1;0;4673.8416;259502.3141;929741.7834;0
2329;1;25;DIVORCIADO;1;1;2597.2402;126021.4882;183017.2376;4
2330;1;85;DIVORCIADO;1;0;58294.6378;650686.518;79671.7127;19
2331;1;21;VIUVO;1;0;2529.4433;385572.8527;140965.7686;3
2332;1;60;CASADO;1;2;16.0586;142458.9826;458185.3206;13
2333;1;31;OUTRO;1;3;2238.9032;966949.9543;948872.4724;2
2334;1;40;OUTRO;1;1;4542.8503;152894.6926;262389.6903;10
2335;1;35;OUTRO;1;0;2438.6;120668.4697;289262.5294;12
2336;1;54;DIVORCIADO;1;1;396.2531;220253.94;290108.5102;2
2337;1;75;CASADO;1;1;2732.4662;125930.4496;241505.4047;16
2338;1;81;OUTRO;1;1;2870.036;18978.4199;268412.6081;14
2339;1;18;UNIAO_ESTAVEL;1;2;3159.3199;295382.487;810518.6579;1
2340;1;67;VIUVO;1;1;3967.2736;48220.2895;240403.4579;16
2341;1;22;VIUVO;1;1;975.8575;96234.8138;120164.683;7
2342;1;45;VIUVO;1;1;3545.4027;319021.3242;128900.6757;20
2343;1;78;SEPARADO_JUDICIALMENTE;1;1;4520.7459;338911.9108;169387.0458;17
2344;1;78;SOLTEIRO;0;2;50.0172;7625077.4919;125530.3967;15
2345;1;72;CASADO;1;5;1000.475;406815.6947;69753.0826;4
2346;1;59;VIUVO;1;3;1524.6361;459168.1806;103748.6459;20
2347;1;59;OUTRO;1;0;3391.6374;55494.4563;918801.0217;16
2348;1;39;DIVORCIADO;1;1;28561.1026;70197.4055;180104.7986;1
2349;1;61;DIVORCIADO;1;0;8026.1793;264502.4096;108703.7942;5
2350;1;29;VIUVO;1;1;3117.0173;284857.1534;116740.9934;16
2351;0;63;DIVORCIADO;1;0;4761.9161;386638.2995;741984.203;19
2352;0;36;SEPARADO_JUDICIALMENTE;1;0;4761.5881;561588.9835;145358.3522;18
2353;1;18;SEPARADO_JUDICIALMENTE;1;1;2184.0204;39242.4146;71907.838;13
2354;1;73;OUTRO;1;4;3191.025;474434.7351;286376.6637;6
2355;1;83;CASADO;1;2;1398.9878;48407.1974;183042.8514;10
2356;1;23;SEPARADO_JUDICIALMENTE;1;0;279.3338;537653.8902;156990.2066;2
2357;1;26;VIUVO;1;0;3095.0737;718451.658;593608.8901;17
2358;0;37;OUTRO;1;4;4986.7527;427268.1235;261592.1342;9
2359;1;31;SEPARADO_JUDICIALMENTE;1;1;1490.1853;352017.9198;136076.731;14
2360;1;81;DIVORCIADO;1;0;4343.0477;315655.9371;48585.6654;3
2361;1;23;SOLTEIRO;1;0;663.4481;8198.2039;36331.2311;19
2362;1;31;SOLTEIRO;1;2;35033.85;624873.687;276621.0221;10
2363;1;35;DIVORCIADO;1;2;3071.647;159534.8178;179688.5673;3
2364;1;71;UNIAO_ESTAVEL;1;0;4277.4477;188085.1517;816662.5113;14
2365;1;27;SEPARADO_JUDICIALMENTE;0;4;2701.1451;8661393.6916;293561.5546;4
2366;1;33;DIVORCIADO;1;4;1383.4531;410475.9583;51473.5439;13
2367;1;49;OUTRO;1;0;67817.8822;105121.8919;577917.8695;0
2368;1;28;VIUVO;1;5;3098.7441;447009.3955;128826.6069;4
2369;1;71;SEPARADO_JUDICIALMENTE;1;1;2567.6561;236236.2973;131818.948;0
2370;0;56;DIVORCIADO;1;2;4960.6774;148811.5415;194009.4264;16
2371;1;20;OUTRO;1;3;1367.4487;407833.1373;286444.0495;1
2372;1;56;UNIAO_ESTAVEL;1;0;457.3252;31165.8872;62877.7063;5
2373;1;85;CASADO;1;2;34535.3375;869038.7458;292121.6168;20
2374;1;56;CASADO;0;0;896.7915;5716200.8637;47372.7192;0
2375;1;22;CASADO;1;0;407.9004;159574.4726;81379.6904;19
2376;1;39;SOLTEIRO;1;5;374.3585;979964.6421;139736.3642;18
2377;1;35;OUTRO;1;2;57014.935;339182.4425;382199.2038;11
2378;1;38;DIVORCIADO;1;2;2189.5488;382862.1472;256841.8311;10
2379;1;18;OUTRO;1;0;1782.817;305998.5612;991228.1811;1
2380;1;32;SOLTEIRO;1;2;115.6716;361646.3348;2179.5447;19
2381;1;75;OUTRO;1;4;22542.4356;435543.7054;480188.573;20
2382;1;24;SOLTEIRO;1;2;3206.3913;63194.5872;345167.9479;17
2383;1;68;CASADO;1;1;2657.537;6827580.7258;294336.2196;10
2384;1;29;VIUVO;1;0;3706.4154;84346.8274;273492.1442;1
2385;1;38;SOLTEIRO;1;0;177.9632;177619.5251;241135.0193;3
2386;1;22;VIUVO;1;2;4354.117;308471.5605;53433.1828;10
2387;1;25;VIUVO;1;1;28.8144;224443.9527;114054.1712;9
2388;1;62;OUTRO;1;2;3528.841;269016.3414;947887.1979;1
2389;1;26;CASADO;1;1;3493.4974;183294.3141;65465.577;7
2390;1;31;VIUVO;1;1;3541.8372;48677.7904;122438.79;4
2391;1;65;SEPARADO_JUDICIALMENTE;1;0;610.7815;146564.8261;249764.599;18
2392;1;20;OUTRO;1;4;4700.6814;451203.7641;276882.2444;10
2393;1;25;SEPARADO_JUDICIALMENTE;1;0;51780.801;265411.3306;125989.588;12
2394;1;57;SOLTEIRO;1;0;3514.6567;514620.4105;5324.7373;0
2395;1;61;CASADO;1;2;3015.387;129972.5366;405208.0001;16
2396;1;30;SOLTEIRO;1;1;2100.4329;350063.9105;60214.6764;20
2397;1;20;OUTRO;1;0;958.524;138362.0101;703253.4593;12
2398;1;62;UNIAO_ESTAVEL;1;3;4384.5941;414810.8573;130393.871;2
2399;1;77;VIUVO;1;1;621.2839;392305.8312;125284.6388;4
2400;1;53;CASADO;1;0;4058.6173;125792.564;446435.1357;3
2401;1;79;OUTRO;1;1;3287.9804;311652.6915;853415.4318;18
2402;1;53;CASADO;1;2;1735.9509;222553.9248;451133.8346;7
2403;1;60;UNIAO_ESTAVEL;1;5;3648.6513;496052.3623;240870.3143;8
2404;1;46;UNIAO_ESTAVEL;1;5;1803.6758;423567.3451;241076.5181;2
2405;1;68;SOLTEIRO;1;2;657.5688;12344.2303;359928.258;10
2406;1;25;OUTRO;1;2;2703.0619;20565.6846;264237.9349;6
2407;0;56;OUTRO;1;2;4983.7655;33642.0007;638832.3935;18
2408;0;48;OUTRO;1;1;4942.2413;360701.3527;287608.4981;20
2409;1;18;UNIAO_ESTAVEL;1;3;3767.2289;445452.816;555120.0803;20
2410;1;65;VIUVO;1;2;4450.6185;345688.9091;272333.1302;7
2411;1;26;UNIAO_ESTAVEL;1;1;168.803;43623.1534;231620.879;13
2412;1;70;SOLTEIRO;1;1;4130.0451;362299.3875;79856.2099;18
2413;1;44;SOLTEIRO;1;2;355.7355;352868.9776;340087.2939;8
2414;1;80;DIVORCIADO;1;1;4422.3813;251737.731;752856.6798;15
2415;1;77;VIUVO;1;4;3422.3758;497831.4876;502191.348;19
2416;1;51;DIVORCIADO;1;3;4694.1849;447032.3369;6273.4476;18
2417;1;65;UNIAO_ESTAVEL;1;4;1121.7965;400483.6282;237332.0572;4
2418;1;34;UNIAO_ESTAVEL;1;4;543.112;954960.9545;248874.1978;9
2419;1;78;CASADO;1;1;630.4254;41447.5365;67308.7874;7
2420;1;56;SEPARADO_JUDICIALMENTE;1;0;1672.2286;338611.9029;158398.1805;3
2421;0;30;SOLTEIRO;1;1;4866.8728;398758.3944;4907.3073;9
2422;1;58;OUTRO;1;0;1590.8492;183803.6772;271883.9486;0
2423;1;40;OUTRO;1;2;3437.7748;622121.2332;746874.4673;11
2424;1;79;OUTRO;1;3;3605.0346;409186.7878;766134.8773;17
2425;1;38;OUTRO;1;0;3340.6327;78641.429;274281.952;14
2426;1;57;CASADO;1;0;1599.621;142516.2292;185776.2655;7
2427;1;48;DIVORCIADO;1;3;2552.4504;454028.5521;750062.1249;5
2428;1;38;CASADO;1;0;1993.4257;353265.1386;72470.9451;5
2429;1;52;VIUVO;1;0;2250.9508;141374.1685;131526.926;3
2430;1;57;UNIAO_ESTAVEL;1;0;2719.4045;84328.2565;250563.7417;12
2431;1;49;VIUVO;0;1;3956.4889;2382303.7387;117235.4094;5
2432;1;66;CASADO;1;2;4133.8492;740306.6952;198640.3642;15
2433;1;47;CASADO;1;2;2222.6819;208599.6621;46624.1051;12
2434;0;49;CASADO;1;0;4919.1474;178822.3751;136034.7959;8
2435;1;34;OUTRO;1;2;3521.7279;180849.9665;615265.3048;14
2436;1;46;SEPARADO_JUDICIALMENTE;1;1;854.7576;224805.2197;251601.2728;13
2437;1;24;VIUVO;1;2;93394.2742;324712.9268;90260.6658;11
2438;1;48;SOLTEIRO;1;0;45310.1095;337967.4724;185821.1264;2
2439;1;65;DIVORCIADO;1;1;260.5982;17788.7235;15420.4715;9
2440;1;34;SEPARADO_JUDICIALMENTE;1;1;2111.3524;143105.0994;62251.9957;0
2441;1;26;UNIAO_ESTAVEL;1;0;3593.4645;195583.7086;697355.2452;2
2442;1;67;OUTRO;1;3;4689.8011;479170.1395;296297.645;0
2443;1;66;DIVORCIADO;1;0;2565.0562;340926.4673;173737.3853;3
2444;1;48;UNIAO_ESTAVEL;1;2;4419.4841;789677.4021;888231.9388;19
2445;1;31;VIUVO;1;2;8.1952;154802.2345;115716.3973;2
2446;1;24;UNIAO_ESTAVEL;1;0;543.973;270094.0914;983807.5085;19
2447;1;52;SEPARADO_JUDICIALMENTE;1;2;4496.2692;275425.4338;140609.2681;3
2448;1;35;SOLTEIRO;1;1;2722.507;782612.7705;164970.6064;3
2449;1;70;DIVORCIADO;1;0;1657.672;118731.6625;185501.2001;2
2450;1;26;CASADO;1;1;3282.0893;354428.5386;219709.7092;11
2451;1;29;SEPARADO_JUDICIALMENTE;1;4;4130.4697;437856.6237;160618.4104;17
2452;1;22;OUTRO;1;0;3475.2564;232855.8763;384143.9516;16
2453;1;23;OUTRO;1;1;3256.5824;272290.4113;290041.2299;20
2454;1;49;SOLTEIRO;1;0;309.6631;278460.3192;43171.0376;2
2455;1;83;UNIAO_ESTAVEL;1;0;3367.9508;841002.2579;249686.5543;8
2456;1;62;OUTRO;1;0;2977.3453;118274.2128;821837.3285;18
2457;1;19;SEPARADO_JUDICIALMENTE;1;5;3955.8093;461375.2806;164600.4406;18
2458;1;51;SOLTEIRO;1;3;3308.718;407532.9058;142228.559;17
2459;1;56;DIVORCIADO;1;2;3545.0979;387270.1697;196754.447;1
2460;1;84;SEPARADO_JUDICIALMENTE;1;0;1911.8106;6461676.7287;77968.5541;15
2461;1;58;CASADO;1;2;4731.965;283429.9587;81322.8281;13
2462;1;79;SEPARADO_JUDICIALMENTE;1;1;191.5701;349261.3225;77653.0632;8
2463;1;30;DIVORCIADO;1;4;4536.2499;957874.1872;221192.7224;9
2464;1;34;SEPARADO_JUDICIALMENTE;1;1;1918.5718;133992.8411;161148.6417;3
2465;1;26;SOLTEIRO;1;0;238.4258;20454.8139;33682.0648;1
2466;1;77;SEPARADO_JUDICIALMENTE;1;1;232.7502;48446.9868;52418.9918;12
2467;0;57;DIVORCIADO;1;1;4838.4527;308676.79;144101.9586;3
2468;1;62;UNIAO_ESTAVEL;1;1;697.5174;60693.7441;224069.8155;19
2469;1;76;SOLTEIRO;1;0;545.3024;156937.3082;325525.7794;8
2470;1;76;SOLTEIRO;1;2;4421.3955;236574.6964;70133.9052;18
2471;1;57;SEPARADO_JUDICIALMENTE;1;1;780.6993;264475.1668;194396.0039;5
2472;1;69;CASADO;1;1;3026.4002;106790.9136;190491.1051;1
2473;1;83;OUTRO;1;3;402.6829;482104.4286;322183.4102;12
2474;1;26;DIVORCIADO;1;1;2136.5685;609659.0662;156261.8443;10
2475;1;26;SOLTEIRO;1;1;1641.0765;286448.5788;58755.8915;16
2476;1;40;SOLTEIRO;1;2;3437.9135;252083.0864;108293.3749;4
2477;1;35;SEPARADO_JUDICIALMENTE;1;1;3082.0114;587621.842;165370.1631;11
2478;1;81;DIVORCIADO;1;2;2982.5129;169842.6771;242178.1645;6
2479;0;28;SEPARADO_JUDICIALMENTE;1;2;4964.8755;109372.2416;14428.6863;1
2480;1;61;UNIAO_ESTAVEL;1;2;1812.5371;145520.219;826847.3064;6
2481;1;18;OUTRO;1;2;26478.8652;672454.2447;855451.6107;4
2482;1;25;CASADO;1;4;2418.2133;451898.3892;60948.2246;2
2483;1;72;SOLTEIRO;1;3;2477.3369;453900.0052;216693.8085;12
2484;1;84;UNIAO_ESTAVEL;1;1;3975.6788;1993.6694;307426.975;10
2485;1;55;CASADO;1;0;4111.2194;603732.872;57956.9103;14
2486;1;73;DIVORCIADO;1;3;220.3385;401134.2214;182552.9371;13
2487;1;78;SEPARADO_JUDICIALMENTE;1;1;4289.0818;338559.873;150421.7016;11
2488;1;27;VIUVO;1;1;2161.3869;311548.5199;133357.0937;4
2489;1;67;SOLTEIRO;1;2;1208.6198;399289.8497;29227.4958;5
2490;1;73;UNIAO_ESTAVEL;1;1;4026.0407;879668.8445;243046.9734;15
2491;1;46;OUTRO;1;5;7967.0772;9374003.8732;965488.2429;3
2492;1;62;CASADO;1;2;418.0948;337171.5939;144213.2894;3
2493;1;80;SEPARADO_JUDICIALMENTE;1;0;490.3828;51395.4905;168739.412;15
2494;1;65;SEPARADO_JUDICIALMENTE;1;2;4406.1081;571966.9994;156496.2941;16
2495;1;80;CASADO;1;1;3370.9538;102915.831;232263.2253;14
2496;1;22;SOLTEIRO;1;2;18.3695;311320.613;83588.8179;1
2497;1;18;DIVORCIADO;1;1;450.835;163125.397;187333.6048;18
2498;1;25;SOLTEIRO;1;2;1182.648;282652.5203;9116.4925;8
2499;1;20;SEPARADO_JUDICIALMENTE;1;0;1904.9553;121931.2725;129444.1698;3
2500;1;41;VIUVO;1;0;2973.9639;187355.0601;108927.3209;12
2501;1;72;OUTRO;1;0;24020.7567;247477.1439;362946.7504;13
2502;1;36;SOLTEIRO;0;0;2097.832;3642136.8394;8408.7349;17
2503;1;57;SOLTEIRO;1;0;2735.5156;692294.6649;218986.671;6
2504;1;49;CASADO;1;0;4520.8872;549163.5697;55647.6346;3
2505;1;27;CASADO;1;4;3769.1905;411734.525;47210.9549;2
2506;1;43;DIVORCIADO;1;2;46936.0843;210127.2347;208657.7619;7
2507;1;32;VIUVO;1;1;77847.3755;536857.1786;99482.4924;8
2508;1;40;DIVORCIADO;1;0;2071.1277;64178.521;234997.4736;15
2509;1;82;VIUVO;1;1;2215.6235;132997.6013;214194.0334;10
2510;1;75;SEPARADO_JUDICIALMENTE;1;0;1934.7305;67410.6375;699191.0309;6
2511;1;48;VIUVO;1;2;1025.2725;99197.303;222572.1012;0
2512;1;22;VIUVO;1;2;3567.6099;281207.5235;126392.0812;20
2513;1;61;OUTRO;1;2;2699.9306;257785.5256;303163.6943;20
2514;1;62;VIUVO;1;1;25953.7383;574917.5943;217292.5154;7
2515;1;28;OUTRO;1;3;2781.4445;998289.0237;299046.8877;8
2516;1;61;SEPARADO_JUDICIALMENTE;1;1;1823.4741;215353.5328;145341.2774;9
2517;1;70;UNIAO_ESTAVEL;1;1;627.3533;507007.8974;255007.4127;14
2518;1;55;UNIAO_ESTAVEL;1;1;836.5646;291410.3525;431421.0692;5
2519;1;31;VIUVO;1;2;3874.7445;88852.8496;104417.1666;14
2520;1;25;UNIAO_ESTAVEL;1;1;4703.8335;318181.9947;986178.7806;20
2521;1;52;SEPARADO_JUDICIALMENTE;1;2;2932.4207;347210.874;143980.9082;19
2522;1;84;CASADO;1;1;3273.1748;679473.4374;50610.6238;2
2523;1;67;DIVORCIADO;1;0;2220.5294;28619.5377;206994.846;11
2524;1;23;VIUVO;1;2;35250.7659;111405.081;237778.7098;1
2525;1;68;SEPARADO_JUDICIALMENTE;1;0;1247.6825;763403.7758;56318.3694;15
2526;1;18;DIVORCIADO;1;0;1968.8691;9012.6678;204390.019;0
2527;1;30;VIUVO;1;5;1247.9783;981246.5976;202020.5518;12
2528;1;72;SOLTEIRO;1;2;2983.2073;870830.0765;3379.7681;10
2529;1;80;DIVORCIADO;1;1;2869.348;750.3497;197223.5669;16
2530;1;53;CASADO;1;3;108.2137;455421.2934;56115.0619;19
2531;1;58;CASADO;1;0;3530.2127;141698.5466;59037.5203;7
2532;1;78;CASADO;1;2;2965.8063;49074.8161;171957.944;16
2533;1;24;SEPARADO_JUDICIALMENTE;1;4;4100.6879;902293.0195;297090.8022;6
2534;1;57;VIUVO;1;2;3826.2444;578623.9787;76147.6158;17
2535;1;46;SOLTEIRO;1;1;2789.4516;789642.1666;23390.7754;20
2536;1;31;DIVORCIADO;1;1;166.1994;397701.3006;206302.7714;14
2537;1;68;SEPARADO_JUDICIALMENTE;0;3;3615.2798;9312783.0518;39480.0407;6
2538;1;41;OUTRO;1;0;4513.1057;245178.9292;734653.4982;12
2539;1;45;VIUVO;1;0;3391.2161;255795.0165;238711.1283;1
2540;1;76;SOLTEIRO;1;3;3822.1135;440851.6045;142668.0473;3
2541;1;76;SEPARADO_JUDICIALMENTE;1;1;2878.4021;217582.6745;147375.1926;7
2542;1;70;DIVORCIADO;1;1;3742.3793;247614.5626;181730.5203;11
2543;1;67;OUTRO;1;2;1264.4264;295118.2405;302796.5089;19
2544;0;54;CASADO;1;2;4965.9449;6273.8327;108019.6427;2
2545;1;28;SOLTEIRO;0;1;2681.0099;7951369.8006;232138.811;4
2546;1;25;CASADO;1;0;4393.431;246697.6527;50021.7149;6
2547;1;83;UNIAO_ESTAVEL;1;1;9304.9215;347535.7304;137281.0266;13
2548;1;65;DIVORCIADO;1;1;3628.1043;320390.3993;725843.9503;15
2549;1;46;VIUVO;1;1;3335.7731;809876.9677;268527.1636;20
2550;1;51;DIVORCIADO;1;2;2280.1976;179353.3362;192033.55;2
2551;1;50;UNIAO_ESTAVEL;1;0;994.347;377881.2132;832017.3716;1
2552;1;25;SOLTEIRO;1;4;1586.9307;426424.6486;327270.4195;17
2553;1;57;VIUVO;1;3;3067.878;411096.6545;126873.8407;12
2554;1;57;DIVORCIADO;1;0;283.2138;863485.5171;150835.6808;12
2555;1;43;DIVORCIADO;1;2;1034.9317;52824.05;176136.971;3
2556;1;83;SOLTEIRO;1;0;1678.0766;880530.1887;165078.6737;8
2557;1;52;OUTRO;1;5;2810.4242;452229.7803;273774.3268;0
2558;0;58;CASADO;1;1;99107.1576;81346.1118;126107.6877;9
2559;0;61;SOLTEIRO;1;2;4855.1846;239783.0177;10930.9416;0
2560;1;69;SEPARADO_JUDICIALMENTE;1;0;2245.9939;101263.7221;164758.1571;14
2561;1;80;DIVORCIADO;1;0;3250.9079;92587.1724;260912.1229;19
2562;1;66;DIVORCIADO;1;0;1609.2891;275686.3282;210469.2899;8
2563;1;21;VIUVO;0;0;1133.6989;7548022.48;555986.7705;4
2564;1;43;CASADO;0;1;4209.2471;6988498.3553;53762.3767;13
2565;1;18;SOLTEIRO;1;2;332.2875;241377.7382;79682.6016;12
2566;1;64;SOLTEIRO;0;0;1487.7403;6709490.6925;19255.9836;4
2567;0;66;SOLTEIRO;1;1;4898.7936;337547.7235;70388.6186;11
2568;1;78;SOLTEIRO;1;1;3435.9597;588164.9427;40485.3176;11
2569;1;53;UNIAO_ESTAVEL;1;0;4153.7426;242849.8906;262065.8417;4
2570;1;33;VIUVO;1;0;2669.3557;229003.7804;116105.7049;8
2571;1;81;VIUVO;1;2;3343.4845;125156.8431;46392.4223;12
2572;1;73;OUTRO;1;4;2652.5488;415046.5908;288979.472;8
2573;1;31;SEPARADO_JUDICIALMENTE;1;0;697.4758;173862.1719;124438.5171;4
2574;1;36;DIVORCIADO;1;0;3484.5307;285519.5162;204130.0507;11
2575;1;43;SEPARADO_JUDICIALMENTE;1;1;3460.7577;392274.633;612065.6446;5
2576;1;47;SEPARADO_JUDICIALMENTE;1;0;960.2579;375323.8307;163546.5491;2
2577;1;43;VIUVO;1;0;943.1416;253018.1722;213663.9842;14
2578;1;36;VIUVO;1;1;4745.0603;659907.9976;115958.2221;17
2579;1;20;CASADO;1;1;808.6347;379472.6682;141527.6724;6
2580;0;37;CASADO;1;1;99292.9652;202220.7612;66929.2996;8
2581;1;77;SOLTEIRO;1;1;1028.1036;386200.8711;4039.3001;2
2582;1;18;CASADO;1;1;4127.3245;387861.681;453992.1478;5
2583;1;36;UNIAO_ESTAVEL;1;1;3978.5072;153842.981;226579.7381;14
2584;1;60;VIUVO;1;2;2909.1842;237719.0543;106397.1193;18
2585;1;59;DIVORCIADO;1;2;3980.639;42436.2871;226892.4067;3
2586;0;77;SOLTEIRO;1;5;4936.9464;432518.7484;49718.3664;17
2587;1;42;UNIAO_ESTAVEL;1;1;3440.2745;201301.9717;878440.9543;13
2588;1;67;OUTRO;1;5;4519.9897;458055.354;712491.4724;10
2589;1;26;SOLTEIRO;1;2;3723.0131;158109.8833;40054.5356;4
2590;1;38;DIVORCIADO;1;1;1439.9834;275586.4662;56452.5337;8
2591;1;73;OUTRO;1;2;4701.143;79395.8656;821206.7163;10
2592;1;55;DIVORCIADO;1;1;60248.5869;126868.7218;117414.3527;1
2593;1;81;SOLTEIRO;1;5;3089.1376;454635.8267;73534.1955;3
2594;1;52;VIUVO;1;2;3748.2956;775160.4385;102545.0949;19
2595;1;70;SOLTEIRO;1;1;3062.455;344361.6976;17136.6153;2
2596;1;21;VIUVO;1;5;2678.4607;441465.3767;274144.249;16
2597;1;57;CASADO;1;1;41461.9169;180351.7613;197470.467;8
2598;1;46;UNIAO_ESTAVEL;1;0;3584.3314;218412.3637;816296.8836;20
2599;1;38;CASADO;1;2;2129.1514;20011.4717;286881.2787;20
2600;1;68;UNIAO_ESTAVEL;1;1;4065.5934;173777.036;231609.006;3
2601;1;59;SOLTEIRO;1;1;865.929;136727.5851;74692.3442;8
2602;1;74;VIUVO;1;1;269.339;129277.5979;119779.6338;13
2603;1;29;OUTRO;1;2;1939.758;142653.4168;279886.5692;11
2604;1;45;DIVORCIADO;1;4;7778.1044;482275.426;213950.0061;3
2605;1;48;UNIAO_ESTAVEL;1;0;61996.3092;88809.2989;18817.6159;17
2606;1;54;SOLTEIRO;1;2;230.394;261477.1464;228521.5595;18
2607;1;21;CASADO;1;0;2481.5747;277429.2047;70222.9764;0
2608;1;73;DIVORCIADO;1;5;2864.2597;487860.0275;75264.8372;10
2609;1;32;VIUVO;1;1;4115.2554;354010.2983;99585.7535;19
2610;1;25;SEPARADO_JUDICIALMENTE;1;0;4648.8801;353104.3928;680366.0971;15
2611;1;47;DIVORCIADO;1;5;2408.5064;998151.9097;124387.7798;17
2612;1;80;SOLTEIRO;1;5;1003.2841;497013.5659;98239.7891;10
2613;1;35;SOLTEIRO;1;1;1673.5615;364741.4763;43641.6974;15
2614;1;77;UNIAO_ESTAVEL;1;0;4504.3625;246829.9934;234369.9983;8
2615;1;50;CASADO;1;2;514.1978;7719.1059;251587.401;14
2616;0;47;SOLTEIRO;1;2;4785.4792;731965.3261;253618.6411;5
2617;1;32;SEPARADO_JUDICIALMENTE;1;4;5044.564;976003.1621;75494.5919;8
2618;1;61;UNIAO_ESTAVEL;1;0;4116.4258;319135.8165;255363.6758;13
2619;1;57;OUTRO;1;1;2780.97;370307.3409;450161.0796;12
2620;1;78;SOLTEIRO;1;2;2933.2228;144723.6013;24670.0195;16
2621;1;50;VIUVO;1;5;2637.5557;491075.667;31364.7229;5
2622;1;59;SOLTEIRO;1;2;2978.1508;680993.9621;162495.8731;13
2623;1;34;CASADO;1;0;45136.912;193590.7309;255496.9835;5
2624;0;61;UNIAO_ESTAVEL;1;5;4969.0903;414540.9628;741889.5222;10
2625;1;81;SEPARADO_JUDICIALMENTE;1;0;4500.6413;252627.4904;72398.9775;10
2626;1;31;CASADO;0;0;3691.9858;7879845.6777;53955.6943;1
2627;1;74;OUTRO;1;1;1715.6823;164857.7441;393844.5763;20
2628;1;59;VIUVO;1;2;3480.3663;396510.9625;110278.0667;9
2629;1;83;VIUVO;1;2;3286.2413;555764.6863;94135.0293;9
2630;1;40;SEPARADO_JUDICIALMENTE;1;1;2857.3981;120857.3226;203661.2962;14
2631;1;75;SOLTEIRO;1;0;56095.7556;267103.9038;41347.7123;10
2632;1;75;OUTRO;1;2;4552.3875;111229.0356;323534.5367;19
2633;1;40;SOLTEIRO;1;5;1151.3132;969423.6921;153826.7369;14
2634;1;41;OUTRO;1;0;3846.1573;7057260.6244;261011.6387;14
2635;1;53;UNIAO_ESTAVEL;1;0;599.162;111387.4881;149425.604;18
2636;1;80;DIVORCIADO;1;0;236.3205;284750.1357;186100.6296;12
2637;1;21;OUTRO;1;0;1517.1512;5020597.5405;984143.2238;11
2638;1;63;UNIAO_ESTAVEL;1;1;1062.5163;66074.5935;594028.4397;2
2639;1;47;UNIAO_ESTAVEL;1;4;75411.2267;451377.3828;260883.0162;8
2640;1;69;UNIAO_ESTAVEL;1;0;46254.723;297881.0707;108752.1677;6
2641;1;82;OUTRO;1;4;3853.8379;489545.9262;288949.3102;18
2642;1;49;CASADO;1;0;1131.7049;88048.5918;54934.5788;15
2643;0;76;OUTRO;1;3;4765.1983;920413.0586;277282.684;16
2644;1;64;UNIAO_ESTAVEL;1;2;2682.4383;127447.7977;881461.2518;20
2645;1;40;SOLTEIRO;1;2;2547.4554;90920.3104;201375.5407;6
2646;1;73;DIVORCIADO;1;1;4118.3717;757314.5538;197326.4582;0
2647;1;77;SOLTEIRO;1;4;910.6928;494820.9966;87176.8505;0
2648;1;61;UNIAO_ESTAVEL;1;4;4188.8264;474725.4095;236824.3615;18
2649;1;24;VIUVO;1;1;3960.6605;661219.7391;102740.1582;7
2650;1;28;SOLTEIRO;1;2;59899.763;339830.7398;132021.7345;7
2651;1;18;SEPARADO_JUDICIALMENTE;1;0;403.613;329113.2967;164564.9155;20
2652;1;56;SEPARADO_JUDICIALMENTE;1;0;3144.1982;376265.9552;157428.5078;13
2653;0;66;UNIAO_ESTAVEL;0;5;4898.2647;9442118.4685;220275.2299;5
2654;1;85;SOLTEIRO;1;2;1493.8023;107644.4188;30681.531;2
2655;1;36;SEPARADO_JUDICIALMENTE;1;1;978.4409;126658.6873;288829.1589;12
2656;1;53;DIVORCIADO;1;0;1569.6635;158269.5535;42317.6984;15
2657;1;61;CASADO;1;0;4116.532;56333.0967;279055.2326;0
2658;1;33;SOLTEIRO;1;1;22.6929;223896.3972;17875.2435;9
2659;1;52;OUTRO;1;0;2672.7726;301407.8711;274415.7951;11
2660;1;58;SEPARADO_JUDICIALMENTE;1;2;3636.4913;398288.6433;51567.5384;12
2661;1;34;SEPARADO_JUDICIALMENTE;1;1;4081.4602;311849.3877;666437.1759;9
2662;1;32;SOLTEIRO;1;2;141.8876;8070046.3723;41845.6519;8
2663;1;18;VIUVO;1;0;870.3256;344091.9544;113696.1655;0
2664;1;48;CASADO;1;1;458.7212;67963.3481;184266.5329;0
